Date,Stored_Lagged_Log_Volume,Expected_Source_Date,Expected_Previous_Day_Log_Volume,Absolute_Difference
2021-02-07,24.40897578969335,2021-02-06,24.40897578971843,2.5078605858652736e-11
2021-02-08,24.40937746794448,2021-02-07,24.40937746796955,2.5067947717616335e-11
2021-02-09,24.594722772519457,2021-02-08,24.594722772540287,2.0829560298807337e-11
2021-02-10,24.51155450218623,2021-02-09,24.511554502208863,2.263433884763799e-11
2021-02-11,24.458935471285,2021-02-10,24.45893547130886,2.3860025066824164e-11
2021-02-12,24.30738168782596,2021-02-11,24.30738168785372,2.7760904686147114e-11
2021-02-13,24.35834983901719,2021-02-12,24.358349839043573,2.638245177877252e-11
2021-02-14,24.288832666665225,2021-02-13,24.288832666693505,2.8279600883251987e-11
2021-02-15,24.171318652075517,2021-02-14,24.171318652107324,3.1807445566300885e-11
2021-02-16,24.38568865236728,2021-02-15,24.38568865239295,2.567190904301242e-11
2021-02-17,24.25751776787803,2021-02-16,24.257517767907213,2.9181990157667315e-11
2021-02-18,24.305545471755117,2021-02-17,24.305545471782928,2.781064267765032e-11
2021-02-19,24.064568227365744,2021-02-18,24.064568227401136,3.539213366821059e-11
2021-02-20,23.99164830270091,2021-02-19,23.991648302738977,3.806732706834737e-11
2021-02-21,24.269892869196575,2021-02-20,24.269892869225394,2.8819613362429664e-11
2021-02-22,23.8856368200111,2021-02-21,23.885636820053424,4.232347805555037e-11
2021-02-23,24.470641674158987,2021-02-22,24.470641674182566,2.3579360686198925e-11
2021-02-24,24.675083712072265,2021-02-23,24.675083712091485,1.922018100231071e-11
2021-02-25,24.1678100402526,2021-02-24,24.167810040284518,3.19175796903437e-11
2021-02-26,23.921190996192944,2021-02-25,23.921190996233793,4.084910187884816e-11
2021-02-27,24.171219502543543,2021-02-26,24.171219502575354,3.1810998279979685e-11
2021-02-28,23.75543144410475,2021-02-27,23.75543144415296,4.82103246213228e-11
2021-03-01,24.042422235266987,2021-02-28,24.04242223530317,3.61843888185831e-11
2021-03-02,23.902687008931565,2021-03-01,23.902687008973174,4.160938260611147e-11
2021-03-03,23.83783258084999,2021-03-02,23.83783258089439,4.439826284396986e-11
2021-03-04,23.844519160574485,2021-03-03,23.844519160618585,4.409983489495062e-11
2021-03-05,23.854669904742696,2021-03-04,23.854669904786352,4.3655745685100555e-11
2021-03-06,23.770980646813655,2021-03-05,23.770980646861123,4.746780746245349e-11
2021-03-07,23.84766667724163,2021-03-06,23.847666677285595,4.39648317751562e-11
2021-03-08,23.89336878471576,2021-03-07,23.893368784757758,4.199662839710072e-11
2021-03-09,24.042203847768192,2021-03-08,24.042203847804384,3.61914942459407e-11
2021-03-10,23.878615726803957,2021-03-09,23.878615726846583,4.262545871824841e-11
2021-03-11,23.948289651536143,2021-03-10,23.948289651575898,3.9754866065777605e-11
2021-03-12,23.901866722174212,2021-03-11,23.901866722215857,4.164490974289947e-11
2021-03-13,23.833924684217767,2021-03-12,23.83392468426234,4.4572345814231085e-11
2021-03-14,23.942729068257663,2021-03-13,23.942729068297638,3.9975134313863236e-11
2021-03-15,23.68567858998069,2021-03-14,23.68567859003238,5.169198402654729e-11
2021-03-16,23.9907313796103,2021-03-15,23.990731379648402,3.810285420513537e-11
2021-03-17,23.894148582668493,2021-03-16,23.894148582710457,4.196465397399152e-11
2021-03-18,23.922466054249483,2021-03-17,23.92246605429028,4.079581117366615e-11
2021-03-19,23.870166297285095,2021-03-18,23.870166297328083,4.298783551348606e-11
2021-03-20,23.77958968282953,2021-03-19,23.779589682876594,4.7062798103070236e-11
2021-03-21,23.844646796000724,2021-03-20,23.844646796044817,4.409272946759302e-11
2021-03-22,23.857777162170624,2021-03-21,23.857777162214145,4.3520742565306136e-11
2021-03-23,23.884482723490827,2021-03-22,23.8844827235332,4.2373216047053575e-11
2021-03-24,23.814228194597153,2021-03-23,23.81422819464261,4.545697152025241e-11
2021-03-25,24.164582613499498,2021-03-24,24.164582613531522,3.2024161100707715e-11
2021-03-26,24.112739048365796,2021-03-25,24.112739048399522,3.3725910952853155e-11
2021-03-27,23.838935115720084,2021-03-26,23.838935115764432,4.434852485246665e-11
2021-03-28,23.619303607632453,2021-03-27,23.619303607687694,5.524114499166899e-11
2021-03-29,23.53263678108195,2021-03-28,23.532636781142195,6.02433658514201e-11
2021-03-30,23.849875947031997,2021-03-29,23.849875947075866,4.3868908505828585e-11
2021-03-31,23.83734906055176,2021-03-30,23.837349060596182,4.4423131839721464e-11
2021-04-01,24.131998180051696,2021-03-31,24.13199818008478,3.3082869776990265e-11
2021-04-02,24.15448339643886,2021-04-01,24.154483396471207,3.234745804547856e-11
2021-04-03,24.274677906056297,2021-04-02,24.27467790608498,2.8684610242635245e-11
2021-04-04,24.189361639693132,2021-04-03,24.18936163972437,3.1239011377692805e-11
2021-04-05,23.98161241685866,2021-04-04,23.98161241689711,3.845102014565782e-11
2021-04-06,24.08674027712842,2021-04-05,24.086740277163035,3.461408937255328e-11
2021-04-07,24.098217317891383,2021-04-06,24.098217317925606,3.4223290867885225e-11
2021-04-08,24.31000934685161,2021-04-07,24.3100093468793,2.7689850412571104e-11
2021-04-09,23.95458221736411,2021-04-08,23.954582217403612,3.950262339458277e-11
2021-04-10,23.70957747997724,2021-04-09,23.709577480027715,5.0473403234718717e-11
2021-04-11,23.94159125480846,2021-04-10,23.941591254848486,4.0024872305366443e-11
2021-04-12,23.70352075843251,2021-04-11,23.703520758483293,5.078248932477436e-11
2021-04-13,23.80186467083869,2021-04-12,23.801864670884715,4.602540570886049e-11
2021-04-14,24.10618528829697,2021-04-13,24.10618528833092,3.394973191461759e-11
2021-04-15,24.295409852963225,2021-04-14,24.29540985299132,2.809485977195436e-11
2021-04-16,24.199125533802455,2021-04-15,24.199125533833392,3.093703071499476e-11
2021-04-17,24.312240097371134,2021-04-16,24.31224009739876,2.7625901566352695e-11
2021-04-18,24.199873953022717,2021-04-17,24.19987395305363,3.091216171924316e-11
2021-04-19,24.649120122059372,2021-04-18,24.649120122079097,1.972466634470038e-11
2021-04-20,24.251408741913853,2021-04-19,24.251408741943212,2.935962584160734e-11
2021-04-21,24.39788112267891,2021-04-20,24.39788112270427,2.5359270239277976e-11
2021-04-22,24.3842361192373,2021-04-21,24.384236119263008,2.5707436179800425e-11
2021-04-23,24.704365265218996,2021-04-22,24.704365265237662,1.8665957668417832e-11
2021-04-24,24.73809691396678,2021-04-23,24.738096913984823,1.8044232774627744e-11
2021-04-25,24.184435924005033,2021-04-24,24.18443592403643,3.1395330779560027e-11
2021-04-26,24.183183457131804,2021-04-25,24.183183457163235,3.143085791634803e-11
2021-04-27,24.28454840885739,2021-04-26,24.28454840888579,2.8400393148331204e-11
2021-04-28,24.19758880312753,2021-04-27,24.197588803158514,3.098321599281917e-11
2021-04-29,24.25750789919133,2021-04-28,24.25750789922051,2.9178437443988514e-11
2021-04-30,24.20690697959901,2021-04-29,24.206906979629707,3.069544618483633e-11
2021-05-01,24.117008161564996,2021-04-30,24.11700816159858,3.3583802405701135e-11
2021-05-02,24.0810756187914,2021-05-01,24.081075618826215,3.481659405224491e-11
2021-05-03,24.056613017132648,2021-05-02,24.05661301716832,3.567279804883583e-11
2021-05-04,24.61863676719769,2021-05-03,24.618636767218025,2.0335733097454067e-11
2021-05-05,24.856863886752656,2021-05-04,24.85686388676868,1.602273869139026e-11
2021-05-06,24.601405188118022,2021-05-05,24.601405188138717,2.0694557179012918e-11
2021-05-07,24.514259425650796,2021-05-06,24.514259425673366,2.2570390001419582e-11
2021-05-08,24.402277779781297,2021-05-07,24.402277779806543,2.524558340155636e-11
2021-05-09,24.6394499984635,2021-05-08,24.639449998483418,1.9916512883355608e-11
2021-05-10,24.64659054244956,2021-05-09,24.646590542469337,1.977795704988239e-11
2021-05-11,24.861496319183537,2021-05-10,24.861496319199485,1.594813170413545e-11
2021-05-12,24.68749673782202,2021-05-11,24.687496737841002,1.8982149185831076e-11
2021-05-13,24.957711156240936,2021-05-12,24.957711156255424,1.4487966382148443e-11
2021-05-14,25.085066990306203,2021-05-13,25.085066990318957,1.2754242106893798e-11
2021-05-15,24.598090923265264,2021-05-14,24.59809092328602,2.0754953311552526e-11
2021-05-16,24.470940517046284,2021-05-15,24.470940517069856,2.3572255258841324e-11
2021-05-17,24.58103282100044,2021-05-16,24.581032821021555,2.1113777393111377e-11
2021-05-18,24.713392430074222,2021-05-17,24.713392430092725,1.850253283919301e-11
2021-05-19,24.422504578328944,2021-05-18,24.42250457835369,2.474465077284549e-11
2021-05-20,25.159815135192556,2021-05-19,25.159815135204393,1.1837641977763269e-11
2021-05-21,24.937033965159575,2021-05-20,24.937033965174365,1.4789947044846485e-11
2021-05-22,24.70805723258318,2021-05-21,24.708057232601774,1.8594903394841822e-11
2021-05-23,24.463074538615892,2021-05-22,24.46307453863965,2.375699637013895e-11
2021-05-24,24.74871970062244,2021-05-23,24.748719700640297,1.7855938949651318e-11
2021-05-25,24.706625238142077,2021-05-24,24.7066252381607,1.8623325104272226e-11
2021-05-26,24.626416262310507,2021-05-25,24.626416262330686,2.0179413695586845e-11
2021-05-27,24.472764407449866,2021-05-26,24.47276440747339,2.3526069981016917e-11
2021-05-28,24.231032062433787,2021-05-27,24.23103206246375,2.9963587167003425e-11
2021-05-29,24.41212316094048,2021-05-28,24.41212316096548,2.4996893444040325e-11
2021-05-30,24.24294882873503,2021-05-29,24.24294882876464,2.9608315799123375e-11
2021-05-31,23.976605673162855,2021-05-30,23.9766056732015,3.864641939799185e-11
2021-06-01,24.15749117920354,2021-05-31,24.15749117923579,3.225153477615095e-11
2021-06-02,24.032465725759607,2021-06-01,24.032465725796154,3.654676561382075e-11
2021-06-03,24.045537874415775,2021-06-02,24.045537874451846,3.6070701980861486e-11
2021-06-04,24.125735988360063,2021-06-03,24.12573598839336,3.3296032597718295e-11
2021-06-05,24.254726323180925,2021-06-04,24.254726323210186,2.9260149858600926e-11
2021-06-06,24.140883423592527,2021-06-05,24.140883423625315,3.278799454164982e-11
2021-06-07,23.954530182775947,2021-06-06,23.954530182815457,3.950972882194037e-11
2021-06-08,24.1442694824014,2021-06-07,24.144269482434083,3.268496584496461e-11
2021-06-09,24.458784018214654,2021-06-08,24.458784018238518,2.3863577780502965e-11
2021-06-10,24.308889009559262,2021-06-09,24.308889009586984,2.772182483568031e-11
2021-06-11,24.08202973153973,2021-06-10,24.082029731574508,3.4777514201778104e-11
2021-06-12,23.93542170117075,2021-06-11,23.93542170121102,4.027000954920368e-11
2021-06-13,23.970704411267032,2021-06-12,23.970704411305906,3.887379307343508e-11
2021-06-14,24.02253921249315,2021-06-13,24.022539212530063,3.6912695122737205e-11
2021-06-15,24.01778985380056,2021-06-14,24.017789853837648,3.708677809299843e-11
2021-06-16,24.090743692399727,2021-06-15,24.090743692434202,3.447553353908006e-11
2021-06-17,23.905557598730557,2021-06-16,23.90555759877205,4.149214305471105e-11
2021-06-18,23.808456345847357,2021-06-17,23.808456345893077,4.5719872332483646e-11
2021-06-19,23.847954859857047,2021-06-18,23.847954859900998,4.3950620920441e-11
2021-06-20,23.65530482650259,2021-06-19,23.655304826555877,5.3287152468328713e-11
2021-06-21,23.8383767801444,2021-06-20,23.838376780188774,4.4373393848218257e-11
2021-06-22,24.242103246262015,2021-06-21,24.24210324629165,2.963318479487498e-11
2021-06-23,24.294128682893653,2021-06-22,24.294128682921784,2.8130386908742366e-11
2021-06-24,24.06995983726024,2021-06-23,24.06995983729544,3.520028712955536e-11
2021-06-25,23.7325481806987,2021-06-24,23.732548180748026,4.9325876716466155e-11
2021-06-26,23.848900080895557,2021-06-25,23.84890008093947,4.391154106997419e-11
2021-06-27,23.750377698813203,2021-06-26,23.75037769886166,4.845546186516003e-11
2021-06-28,23.713255389698748,2021-06-27,23.713255389749037,5.028866212342109e-11
2021-06-29,23.96251678563475,2021-06-28,23.962516785673944,3.9193537304527126e-11
2021-06-30,23.93471915983583,2021-06-29,23.934719159876128,4.029843125863408e-11
2021-07-01,23.974727190274155,2021-06-30,23.974727190312873,3.871747367156786e-11
2021-07-02,24.092687054729716,2021-07-01,24.092687054764124,3.440803197918285e-11
2021-07-03,24.182613017563856,2021-07-02,24.182613017595305,3.1448621484742034e-11
2021-07-04,23.581651543114592,2021-07-03,23.58165154317195,5.735856234423409e-11
2021-07-05,23.656436698819885,2021-07-04,23.65643669887311,5.3226756335789105e-11
2021-07-06,23.72417443165413,2021-07-05,23.724174431703872,4.9741544216885814e-11
2021-07-07,23.7626255092637,2021-07-06,23.762625509311565,4.786571139447915e-11
2021-07-08,23.832252921873437,2021-07-07,23.832252921918084,4.4646952801485895e-11
2021-07-09,23.866906074591142,2021-07-08,23.86690607463427,4.312639134695928e-11
2021-07-10,23.860045079136412,2021-07-09,23.860045079179834,4.342126658229972e-11
2021-07-11,23.590115465456893,2021-07-10,23.590115465513772,5.687894599759602e-11
2021-07-12,23.411479667567143,2021-07-11,23.41147966763515,6.800604523959919e-11
2021-07-13,23.60067218808892,2021-07-12,23.600672188145197,5.6274984672199935e-11
2021-07-14,23.533970615435443,2021-07-13,23.53397061549561,6.016520615048648e-11
2021-07-15,23.576444406324708,2021-07-14,23.576444406382368,5.766054300693213e-11
2021-07-16,23.476167825364104,2021-07-15,23.476167825427847,6.374278882503859e-11
2021-07-17,23.423590885546787,2021-07-16,23.42359088561397,6.718181566611747e-11
2021-07-18,23.315851468371715,2021-07-17,23.315851468446542,7.482725550289615e-11
2021-07-19,23.347345032841012,2021-07-18,23.34734503291352,7.250733347063942e-11
2021-07-20,23.37352698876464,2021-07-19,23.373526988835273,7.063150064823276e-11
2021-07-21,23.577929679110024,2021-07-20,23.5779296791676,5.757527787864092e-11
2021-07-22,23.77978082598408,2021-07-21,23.779780826031132,4.7052139962033834e-11
2021-07-23,23.585208417719265,2021-07-22,23.585208417776425,5.715961037822126e-11
2021-07-24,23.508301306792493,2021-07-23,23.50830130685422,6.17284001691587e-11
2021-07-25,23.49943854160416,2021-07-24,23.499438541666436,6.227551807569398e-11
2021-07-26,23.40198908526658,2021-07-25,23.40198908533523,6.864908641546208e-11
2021-07-27,24.11152400801216,2021-07-26,24.111524008045926,3.376499080331996e-11
2021-07-28,23.861689686782615,2021-07-27,23.861689686825965,4.335021230872371e-11
2021-07-29,23.667246941725423,2021-07-28,23.667246941778078,5.2654769433502224e-11
2021-07-30,23.515251044765535,2021-07-29,23.515251044826837,6.130207452770264e-11
2021-07-31,23.7295843249783,2021-07-30,23.729584325027776,4.9475090690975776e-11
2021-08-01,23.61373260605109,2021-07-31,23.61373260610664,5.555023108172463e-11
2021-08-02,23.84554208151063,2021-08-01,23.845542081554687,4.405720233080501e-11
2021-08-03,23.821678973774524,2021-08-02,23.821678973819644,4.511946372076636e-11
2021-08-04,23.84548772975148,2021-08-03,23.84548772979554,4.406075504448381e-11
2021-08-05,23.94368839193062,2021-08-04,23.94368839197056,3.993960717707523e-11
2021-08-06,24.159119945262276,2021-08-05,24.159119945294474,3.219824407096894e-11
2021-08-07,24.00148839939997,2021-08-06,24.001488399437665,3.7694292132073315e-11
2021-08-08,24.22223905705555,2021-08-07,24.22223905708578,3.023004069291346e-11
2021-08-09,24.07083871812298,2021-08-08,24.07083871815815,3.516831270644616e-11
2021-08-10,24.188478507133823,2021-08-09,24.188478507165094,3.127098580080201e-11
2021-08-11,24.0412707841662,2021-08-10,24.04127078420242,3.621991595537111e-11
2021-08-12,24.00901626663268,2021-08-11,24.009016266670095,3.7413627751448075e-11
2021-08-13,23.958160663552025,2021-08-12,23.95816066359139,3.936406756110955e-11
2021-08-14,23.89584077947874,2021-08-13,23.895840779520636,4.189715241409431e-11
2021-08-15,23.712016905144893,2021-08-14,23.712016905195245,5.03526109696395e-11
2021-08-16,23.821834670956353,2021-08-15,23.82183467100147,4.511591100708756e-11
2021-08-17,23.86223400947736,2021-08-16,23.862234009520687,4.332889602665091e-11
2021-08-18,23.9622993925247,2021-08-17,23.9622993925639,3.920064273188473e-11
2021-08-19,23.79314261600463,2021-08-18,23.793142616051057,4.6426862354564946e-11
2021-08-20,23.69605135396606,2021-08-19,23.69605135401722,5.1162629688406014e-11
2021-08-21,23.76232671259737,2021-08-20,23.76232671264525,4.787992224919435e-11
2021-08-22,23.61994972183161,2021-08-21,23.61994972188681,5.5202065141202183e-11
2021-08-23,23.494808916442313,2021-08-22,23.49480891650488,6.256684059735562e-11
2021-08-24,23.74423255232358,2021-08-23,23.744232552372335,4.8753889814179274e-11
2021-08-25,23.72552818835696,2021-08-24,23.725528188406635,4.9674042656988604e-11
2021-08-26,23.662572099652596,2021-08-25,23.6625720997055,5.290345939101826e-11
2021-08-27,23.580061743971203,2021-08-26,23.580061744028654,5.74509328998829e-11
2021-08-28,23.640474357181382,2021-08-27,23.64047435723547,5.4086513046058826e-11
2021-08-29,23.34136461229354,2021-08-28,23.34136461236648,7.294076453945308e-11
2021-08-30,23.31077320247035,2021-08-29,23.31077320254556,7.52073958665278e-11
2021-08-31,23.68372965011674,2021-08-30,23.683729650168534,5.17950127232325e-11
2021-09-01,24.02943810769158,2021-08-31,24.029438107728236,3.665689973786357e-11
2021-09-02,24.12682343457293,2021-09-01,24.126823434606184,3.325340003357269e-11
2021-09-03,23.91733233294316,2021-09-02,23.917332332984166,4.100542128071538e-11
2021-09-04,23.98932158143587,2021-09-03,23.98932158147403,3.815969762399618e-11
2021-09-05,23.758553543013523,2021-09-04,23.758553543061584,4.8061110646813177e-11
2021-09-06,23.634064677235013,2021-09-05,23.634064677289448,5.4434678986581275e-11
2021-09-07,23.65043503224625,2021-09-06,23.650435032299796,5.354650056688115e-11
2021-09-08,24.39018968088243,2021-09-07,24.390189680907984,2.5554669491612003e-11
2021-09-09,24.18079411071535,2021-09-08,24.18079411074686,3.150901761728164e-11
2021-09-10,23.90622660153516,2021-09-09,23.90622660157662,4.1460168631601846e-11
2021-09-11,23.830359419693323,2021-09-10,23.830359419738055,4.473221792977711e-11
2021-09-12,23.64788457775002,2021-09-11,23.647884577803705,5.368505640035437e-11
2021-09-13,23.54526425902281,2021-09-12,23.5452642590823,5.948663783783559e-11
2021-09-14,23.846579780048007,2021-09-13,23.846579780092018,4.4011017052980606e-11
2021-09-15,23.67428422154109,2021-09-14,23.67428422159337,5.228173449722817e-11
2021-09-16,23.588237265162867,2021-09-15,23.588237265219853,5.6985527407960035e-11
2021-09-17,23.723682275848297,2021-09-16,23.72368227589806,4.9762860498958617e-11
2021-09-18,23.598093138298736,2021-09-17,23.59809313835516,5.6424198646709556e-11
2021-09-19,23.495555779118373,2021-09-18,23.49555577918089,6.251710260585241e-11
2021-09-20,23.380556618177337,2021-09-19,23.380556618247475,7.013767344687949e-11
2021-09-21,24.032774906552177,2021-09-20,24.03277490658871,3.653255475910555e-11
2021-09-22,24.137874966526063,2021-09-21,24.13787496655895,3.288747052465624e-11
2021-09-23,23.89051579191943,2021-09-22,23.89051579196155,4.212097337585874e-11
2021-09-24,23.64191677866764,2021-09-23,23.641916778721644,5.4004800631446415e-11
2021-09-25,23.965679375141097,2021-09-24,23.965679375180166,3.906919232576911e-11
2021-09-26,23.66416100496194,2021-09-25,23.66416100501476,5.281819426272705e-11
2021-09-27,23.77598158478932,2021-09-26,23.77598158483655,4.722977564597386e-11
2021-09-28,23.676302157100913,2021-09-27,23.676302157153096,5.218225851422176e-11
2021-09-29,23.550288237184574,2021-09-28,23.550288237243766,5.919176260249515e-11
2021-09-30,23.480960196699037,2021-09-29,23.480960196762474,6.343725544866174e-11
2021-10-01,23.59462834168522,2021-09-30,23.594628341741842,5.6623150612722384e-11
2021-10-02,23.82819441090575,2021-10-01,23.828194410950573,4.482458848542592e-11
2021-10-03,23.67831525754951,2021-10-02,23.678315257601586,5.207567710385774e-11
2021-10-04,23.465174119886168,2021-10-03,23.465174119950618,6.444977884711989e-11
2021-10-05,23.599491007675205,2021-10-04,23.59949100773155,5.6346038945775945e-11
2021-10-06,23.5346299610637,2021-10-05,23.534629961123823,6.012257358634088e-11
2021-10-07,23.8077059331329,2021-10-06,23.807705933178656,4.575539946927165e-11
2021-10-08,23.672447390570326,2021-10-07,23.67244739062271,5.2384763193913386e-11
2021-10-09,23.50963600037124,2021-10-08,23.50963600043288,6.163958232718869e-11
2021-10-10,23.265421766881076,2021-10-09,23.265421766959776,7.86997134127887e-11
2021-10-11,23.506531525295316,2021-10-10,23.50653152535715,6.183498157952272e-11
2021-10-12,23.64530795194273,2021-10-11,23.645307951996553,5.382361223382759e-11
2021-10-13,23.61970683098936,2021-10-12,23.619706831044578,5.5216275995917385e-11
2021-10-14,23.50897286108472,2021-10-13,23.508972861146404,6.16822148913343e-11
2021-10-15,23.69077865624528,2021-10-14,23.690778656296708,5.142908321431605e-11
2021-10-16,23.76620805115501,2021-10-15,23.766208051202707,4.7695181137896725e-11
2021-10-17,23.531348120527145,2021-10-16,23.531348120587467,6.03215255523537e-11
2021-10-18,23.490093643556595,2021-10-17,23.490093643619453,6.285816311901726e-11
2021-10-19,23.57894286420085,2021-10-18,23.57894286425837,5.751843445978011e-11
2021-10-20,23.49577687698151,2021-10-19,23.495776877044012,6.250289175113721e-11
2021-10-21,23.735772627695372,2021-10-20,23.73577262774454,4.916955731459893e-11
2021-10-22,24.06332023525767,2021-10-21,24.063320235293105,3.5434766232356196e-11
2021-10-23,23.690235296727963,2021-10-22,23.690235296779424,5.1461057637425256e-11
2021-10-24,23.41664479252096,2021-10-23,23.416644792588613,6.765432658539794e-11
2021-10-25,23.429853878814612,2021-10-24,23.429853878881378,6.676614816569781e-11
2021-10-26,23.49558746351932,2021-10-25,23.49558746358184,6.251710260585241e-11
2021-10-27,23.565713738103813,2021-10-26,23.565713738162096,5.828226790072222e-11
2021-10-28,23.989770405281764,2021-10-27,23.989770405319906,3.814193405560218e-11
2021-10-29,23.97975163900587,2021-10-28,23.97975163904439,3.852207441923383e-11
2021-10-30,23.85735218899578,2021-10-29,23.85735218903932,4.354205884737894e-11
2021-10-31,23.405347804976948,2021-10-30,23.40534780504537,6.842171274001885e-11
2021-11-01,23.58536158309227,2021-10-31,23.585361583149417,5.714895223718486e-11
2021-11-02,23.6128199418221,2021-11-01,23.612819941877703,5.560352178690664e-11
2021-11-03,23.757951875622386,2021-11-02,23.75795187567047,4.808597964256478e-11
2021-11-04,23.77823179623713,2021-11-03,23.778231796284253,4.7123194235609844e-11
2021-11-05,23.636444662020057,2021-11-04,23.636444662074357,5.4299675866786856e-11
2021-11-06,23.437033236081653,2021-11-05,23.43703323614794,6.628653181905975e-11
2021-11-07,23.392511222931095,2021-11-06,23.392511223000398,6.930278573236137e-11
2021-11-08,23.329015726519422,2021-11-07,23.329015726593273,7.385025924122601e-11
2021-11-09,23.682899125563328,2021-11-08,23.68289912561517,5.184119800105691e-11
2021-11-10,23.759860390305196,2021-11-09,23.759860390353193,4.799716180059477e-11
2021-11-11,23.84775012390958,2021-11-10,23.84775012395354,4.39577263477986e-11
2021-11-12,23.60991964343002,2021-11-11,23.60991964348578,5.576339390245266e-11
2021-11-13,23.631044118916464,2021-11-12,23.63104411897106,5.45981038158061e-11
2021-11-14,23.39447473927173,2021-11-13,23.394474739340897,6.916778261256695e-11
2021-11-15,23.222483117696992,2021-11-14,23.22248311777914,8.214939839490398e-11
2021-11-16,23.51294833083129,2021-11-15,23.51294833089273,6.144063036117586e-11
2021-11-17,24.034447434759663,2021-11-16,24.034447434796135,3.647215862656594e-11
2021-11-18,23.822612886491072,2021-11-17,23.82261288653615,4.5076831156620756e-11
2021-11-19,23.785873783977877,2021-11-18,23.78587378402464,4.6764370154050994e-11
2021-11-20,23.749831329017763,2021-11-19,23.749831329066247,4.8483883574590436e-11
2021-11-21,23.46076229525171,2021-11-20,23.460762295316442,6.473399594142393e-11
2021-11-22,23.36907400067473,2021-11-21,23.369074000745677,7.0947692165646e-11
2021-11-23,23.706531670185488,2021-11-22,23.706531670236114,5.062616992290714e-11
2021-11-24,23.820358001977308,2021-11-23,23.820358002022488,4.517985985330597e-11
2021-11-25,23.806919108692533,2021-11-24,23.806919108738324,4.5790926606059656e-11
2021-11-26,23.65207586083142,2021-11-25,23.652075860884878,5.345768272491114e-11
2021-11-27,23.992142349690205,2021-11-26,23.99214234972825,3.8046010786274564e-11
2021-11-28,23.527576909681017,2021-11-27,23.527576909741565,6.054889922779694e-11
2021-11-29,23.492920655747483,2021-11-28,23.492920655810167,6.268408014875604e-11
2021-11-30,23.672245849836816,2021-11-29,23.672245849889208,5.239186862127099e-11
2021-12-01,24.07759360288973,2021-11-30,24.077593602924665,3.4933833603645326e-11
2021-12-02,24.042342650997934,2021-12-01,24.04234265103412,3.61843888185831e-11
