Date,VIX,VIX_Change,Lagged_VIX_Change
2021-04-30,18.61,1.0,0.3299999999999983
2021-05-03,18.31,-0.3000000000000007,1.0
2021-05-04,19.48,1.1700000000000017,-0.3000000000000007
2021-05-05,19.15,-0.33000000000000185,1.1700000000000017
2021-05-06,18.39,-0.759999999999998,-0.33000000000000185
2021-05-07,16.69,-1.6999999999999993,-0.759999999999998
2021-05-10,19.66,2.969999999999999,-1.6999999999999993
2021-05-11,21.84,2.1799999999999997,2.969999999999999
2021-05-12,27.59,5.75,2.1799999999999997
2021-05-13,23.13,-4.460000000000001,5.75
2021-05-14,18.81,-4.32,-4.460000000000001
2021-05-17,19.72,0.9100000000000001,-4.32
2021-05-18,21.34,1.620000000000001,0.9100000000000001
2021-05-19,22.18,0.8399999999999999,1.620000000000001
2021-05-20,20.67,-1.509999999999998,0.8399999999999999
2021-05-21,20.15,-0.5200000000000031,-1.509999999999998
2021-05-24,18.4,-1.75,-0.5200000000000031
2021-05-25,18.84,0.4400000000000013,-1.75
2021-05-26,17.36,-1.4800000000000004,0.4400000000000013
2021-05-27,16.74,-0.620000000000001,-1.4800000000000004
2021-05-28,16.76,0.020000000000003126,-0.620000000000001
2021-06-01,17.9,1.139999999999997,0.020000000000003126
2021-06-02,17.48,-0.41999999999999815,1.139999999999997
2021-06-03,18.04,0.5599999999999987,-0.41999999999999815
2021-06-04,16.42,-1.6199999999999974,0.5599999999999987
2021-06-07,16.42,0.0,-1.6199999999999974
2021-06-08,17.07,0.6499999999999986,0.0
2021-06-09,17.89,0.8200000000000003,0.6499999999999986
2021-06-10,16.1,-1.7899999999999991,0.8200000000000003
2021-06-11,15.65,-0.45000000000000107,-1.7899999999999991
2021-06-14,16.39,0.7400000000000002,-0.45000000000000107
2021-06-15,17.02,0.629999999999999,0.7400000000000002
2021-06-16,18.15,1.129999999999999,0.629999999999999
2021-06-17,17.75,-0.3999999999999986,1.129999999999999
2021-06-18,20.7,2.9499999999999993,-0.3999999999999986
2021-06-21,17.89,-2.8099999999999987,2.9499999999999993
2021-06-22,16.66,-1.2300000000000004,-2.8099999999999987
2021-06-23,16.32,-0.33999999999999986,-1.2300000000000004
2021-06-24,15.97,-0.34999999999999964,-0.33999999999999986
2021-06-25,15.62,-0.3500000000000014,-0.34999999999999964
2021-06-28,15.76,0.14000000000000057,-0.3500000000000014
2021-06-29,16.02,0.2599999999999998,0.14000000000000057
2021-06-30,15.83,-0.1899999999999995,0.2599999999999998
2021-07-01,15.48,-0.34999999999999964,-0.1899999999999995
2021-07-02,15.07,-0.41000000000000014,-0.34999999999999964
2021-07-06,16.44,1.370000000000001,-0.41000000000000014
2021-07-07,16.2,-0.240000000000002,1.370000000000001
2021-07-08,19.0,2.8000000000000007,-0.240000000000002
2021-07-09,16.18,-2.8200000000000003,2.8000000000000007
2021-07-12,16.17,-0.00999999999999801,-2.8200000000000003
2021-07-13,17.12,0.9499999999999993,-0.00999999999999801
2021-07-14,16.33,-0.7900000000000027,0.9499999999999993
2021-07-15,17.01,0.6800000000000033,-0.7900000000000027
2021-07-16,18.45,1.4399999999999977,0.6800000000000033
2021-07-19,22.5,4.050000000000001,1.4399999999999977
2021-07-20,19.73,-2.7699999999999996,4.050000000000001
2021-07-21,17.91,-1.8200000000000003,-2.7699999999999996
2021-07-22,17.69,-0.21999999999999886,-1.8200000000000003
2021-07-23,17.2,-0.490000000000002,-0.21999999999999886
2021-07-26,17.58,0.379999999999999,-0.490000000000002
2021-07-27,19.36,1.7800000000000011,0.379999999999999
2021-07-28,18.31,-1.0500000000000007,1.7800000000000011
2021-07-29,17.7,-0.6099999999999994,-1.0500000000000007
2021-07-30,18.24,0.5399999999999991,-0.6099999999999994
2021-08-02,19.46,1.2200000000000024,0.5399999999999991
2021-08-03,18.04,-1.4200000000000017,1.2200000000000024
2021-08-04,17.97,-0.07000000000000028,-1.4200000000000017
2021-08-05,17.28,-0.6899999999999977,-0.07000000000000028
2021-08-06,16.15,-1.1300000000000026,-0.6899999999999977
2021-08-09,16.72,0.5700000000000003,-1.1300000000000026
2021-08-10,16.79,0.07000000000000028,0.5700000000000003
2021-08-11,16.06,-0.7300000000000004,0.07000000000000028
2021-08-12,15.59,-0.46999999999999886,-0.7300000000000004
2021-08-13,15.45,-0.14000000000000057,-0.46999999999999886
2021-08-16,16.12,0.6700000000000017,-0.14000000000000057
2021-08-17,17.91,1.7899999999999991,0.6700000000000017
2021-08-18,21.57,3.66,1.7899999999999991
2021-08-19,21.67,0.10000000000000142,3.66
2021-08-20,18.56,-3.110000000000003,0.10000000000000142
2021-08-23,17.15,-1.4100000000000001,-3.110000000000003
2021-08-24,17.22,0.07000000000000028,-1.4100000000000001
2021-08-25,16.79,-0.4299999999999997,0.07000000000000028
2021-08-26,18.84,2.0500000000000007,-0.4299999999999997
2021-08-27,16.39,-2.4499999999999993,2.0500000000000007
2021-08-30,16.19,-0.1999999999999993,-2.4499999999999993
2021-08-31,16.48,0.28999999999999915,-0.1999999999999993
2021-09-01,16.11,-0.370000000000001,0.28999999999999915
2021-09-02,16.41,0.3000000000000007,-0.370000000000001
2021-09-03,16.41,0.0,0.3000000000000007
2021-09-07,18.14,1.7300000000000004,0.0
2021-09-08,17.96,-0.17999999999999972,1.7300000000000004
2021-09-09,18.8,0.8399999999999999,-0.17999999999999972
2021-09-10,20.95,2.1499999999999986,0.8399999999999999
2021-09-13,19.37,-1.5799999999999983,2.1499999999999986
2021-09-14,19.46,0.08999999999999986,-1.5799999999999983
2021-09-15,18.18,-1.2800000000000011,0.08999999999999986
2021-09-16,18.69,0.5100000000000016,-1.2800000000000011
2021-09-17,20.81,2.1199999999999974,0.5100000000000016
2021-09-20,25.71,4.900000000000002,2.1199999999999974
2021-09-21,24.36,-1.3500000000000014,4.900000000000002
2021-09-22,20.87,-3.4899999999999984,-1.3500000000000014
2021-09-23,18.63,-2.240000000000002,-3.4899999999999984
2021-09-24,17.75,-0.879999999999999,-2.240000000000002
2021-09-27,18.76,1.0100000000000016,-0.879999999999999
2021-09-28,23.25,4.489999999999998,1.0100000000000016
2021-09-29,22.56,-0.6900000000000013,4.489999999999998
2021-09-30,23.14,0.5800000000000018,-0.6900000000000013
2021-10-01,21.15,-1.990000000000002,0.5800000000000018
2021-10-04,22.96,1.8100000000000023,-1.990000000000002
2021-10-05,21.3,-1.6600000000000001,1.8100000000000023
2021-10-06,21.0,-0.3000000000000007,-1.6600000000000001
2021-10-07,19.54,-1.4600000000000009,-0.3000000000000007
2021-10-08,18.77,-0.7699999999999996,-1.4600000000000009
2021-10-11,20.0,1.2300000000000004,-0.7699999999999996
2021-10-12,19.85,-0.14999999999999858,1.2300000000000004
2021-10-13,18.64,-1.2100000000000009,-0.14999999999999858
2021-10-14,16.86,-1.7800000000000011,-1.2100000000000009
2021-10-15,16.3,-0.5599999999999987,-1.7800000000000011
2021-10-18,16.31,0.00999999999999801,-0.5599999999999987
2021-10-19,15.7,-0.6099999999999994,0.00999999999999801
2021-10-20,15.49,-0.20999999999999908,-0.6099999999999994
2021-10-21,15.01,-0.4800000000000004,-0.20999999999999908
2021-10-22,15.43,0.41999999999999993,-0.4800000000000004
2021-10-25,15.24,-0.1899999999999995,0.41999999999999993
2021-10-26,15.98,0.7400000000000002,-0.1899999999999995
2021-10-27,16.98,1.0,0.7400000000000002
2021-10-28,16.53,-0.4499999999999993,1.0
2021-10-29,16.26,-0.2699999999999996,-0.4499999999999993
2021-11-01,16.41,0.14999999999999858,-0.2699999999999996
2021-11-02,16.03,-0.379999999999999,0.14999999999999858
2021-11-03,15.1,-0.9300000000000015,-0.379999999999999
2021-11-04,15.44,0.33999999999999986,-0.9300000000000015
2021-11-05,16.48,1.040000000000001,0.33999999999999986
2021-11-08,17.22,0.7399999999999984,1.040000000000001
2021-11-09,17.78,0.5600000000000023,0.7399999999999984
2021-11-10,18.73,0.9499999999999993,0.5600000000000023
2021-11-11,17.66,-1.0700000000000003,0.9499999999999993
2021-11-12,16.29,-1.370000000000001,-1.0700000000000003
2021-11-15,16.49,0.1999999999999993,-1.370000000000001
2021-11-16,16.37,-0.11999999999999744,0.1999999999999993
2021-11-17,17.11,0.7399999999999984,-0.11999999999999744
2021-11-18,17.59,0.4800000000000004,0.7399999999999984
2021-11-19,17.91,0.3200000000000003,0.4800000000000004
2021-11-22,19.17,1.2600000000000016,0.3200000000000003
2021-11-23,19.38,0.2099999999999973,1.2600000000000016
2021-11-24,18.58,-0.8000000000000007,0.2099999999999973
2021-11-26,28.62,10.040000000000003,-0.8000000000000007
2021-11-29,22.96,-5.66,10.040000000000003
2021-11-30,27.19,4.23,-5.66
2021-12-01,31.12,3.9299999999999997,4.23
2021-12-02,27.95,-3.1700000000000017,3.9299999999999997
2021-12-03,30.67,2.7200000000000024,-3.1700000000000017
2021-12-06,27.18,-3.490000000000002,2.7200000000000024
2021-12-07,21.89,-5.289999999999999,-3.490000000000002
2021-12-08,19.9,-1.990000000000002,-5.289999999999999
2021-12-09,21.58,1.6799999999999997,-1.990000000000002
2021-12-10,18.69,-2.889999999999997,1.6799999999999997
2021-12-13,20.31,1.6199999999999974,-2.889999999999997
2021-12-14,21.89,1.5800000000000018,1.6199999999999974
2021-12-15,19.29,-2.6000000000000014,1.5800000000000018
2021-12-16,20.57,1.2800000000000011,-2.6000000000000014
2021-12-17,21.57,1.0,1.2800000000000011
2021-12-20,22.87,1.3000000000000007,1.0
2021-12-21,21.01,-1.8599999999999994,1.3000000000000007
2021-12-22,18.63,-2.3800000000000026,-1.8599999999999994
2021-12-23,17.96,-0.6699999999999982,-2.3800000000000026
2021-12-27,17.68,-0.28000000000000114,-0.6699999999999982
2021-12-28,17.54,-0.14000000000000057,-0.28000000000000114
2021-12-29,16.95,-0.5899999999999999,-0.14000000000000057
2021-12-30,17.33,0.379999999999999,-0.5899999999999999
2021-12-31,17.22,-0.10999999999999943,0.379999999999999
2022-01-03,16.6,-0.6199999999999974,-0.10999999999999943
2022-01-04,16.91,0.3099999999999987,-0.6199999999999974
2022-01-05,19.73,2.8200000000000003,0.3099999999999987
2022-01-06,19.61,-0.120000000000001,2.8200000000000003
2022-01-07,18.76,-0.8499999999999979,-0.120000000000001
2022-01-10,19.4,0.639999999999997,-0.8499999999999979
2022-01-11,18.41,-0.9899999999999984,0.639999999999997
2022-01-12,17.62,-0.7899999999999991,-0.9899999999999984
2022-01-13,20.31,2.6899999999999977,-0.7899999999999991
2022-01-14,19.19,-1.1199999999999974,2.6899999999999977
2022-01-18,22.79,3.599999999999998,-1.1199999999999974
2022-01-19,23.85,1.0600000000000023,3.599999999999998
2022-01-20,25.59,1.7399999999999984,1.0600000000000023
2022-01-21,28.85,3.2600000000000016,1.7399999999999984
2022-01-24,29.9,1.0499999999999972,3.2600000000000016
2022-01-25,31.16,1.2600000000000016,1.0499999999999972
2022-01-26,31.96,0.8000000000000007,1.2600000000000016
2022-01-27,30.49,-1.4700000000000024,0.8000000000000007
2022-01-28,27.66,-2.8299999999999983,-1.4700000000000024
2022-01-31,24.83,-2.830000000000002,-2.8299999999999983
2022-02-01,21.96,-2.8699999999999974,-2.830000000000002
2022-02-02,22.09,0.129999999999999,-2.8699999999999974
2022-02-03,24.35,2.2600000000000016,0.129999999999999
2022-02-04,23.22,-1.1300000000000026,2.2600000000000016
2022-02-07,22.86,-0.35999999999999943,-1.1300000000000026
2022-02-08,21.44,-1.4199999999999982,-0.35999999999999943
2022-02-09,19.96,-1.4800000000000004,-1.4199999999999982
2022-02-10,23.91,3.9499999999999993,-1.4800000000000004
2022-02-11,27.36,3.4499999999999993,3.9499999999999993
2022-02-14,28.33,0.9699999999999989,3.4499999999999993
2022-02-15,25.7,-2.629999999999999,0.9699999999999989
2022-02-16,24.29,-1.4100000000000001,-2.629999999999999
2022-02-17,28.11,3.8200000000000003,-1.4100000000000001
2022-02-18,27.75,-0.35999999999999943,3.8200000000000003
2022-02-22,28.81,1.0599999999999987,-0.35999999999999943
2022-02-23,31.02,2.210000000000001,1.0599999999999987
2022-02-24,30.32,-0.6999999999999993,2.210000000000001
2022-02-25,27.59,-2.7300000000000004,-0.6999999999999993
2022-02-28,30.15,2.5599999999999987,-2.7300000000000004
2022-03-01,33.32,3.1700000000000017,2.5599999999999987
2022-03-02,30.74,-2.580000000000002,3.1700000000000017
2022-03-03,30.48,-0.259999999999998,-2.580000000000002
2022-03-04,31.98,1.5,-0.259999999999998
2022-03-07,36.45,4.470000000000002,1.5
2022-03-08,35.13,-1.3200000000000003,4.470000000000002
2022-03-09,32.45,-2.6799999999999997,-1.3200000000000003
2022-03-10,30.23,-2.2200000000000024,-2.6799999999999997
2022-03-11,30.75,0.5199999999999996,-2.2200000000000024
2022-03-14,31.77,1.0199999999999996,0.5199999999999996
2022-03-15,29.83,-1.9400000000000013,1.0199999999999996
2022-03-16,26.67,-3.1599999999999966,-1.9400000000000013
2022-03-17,25.67,-1.0,-3.1599999999999966
2022-03-18,23.87,-1.8000000000000007,-1.0
2022-03-21,23.53,-0.33999999999999986,-1.8000000000000007
2022-03-22,22.94,-0.5899999999999999,-0.33999999999999986
2022-03-23,23.57,0.629999999999999,-0.5899999999999999
2022-03-24,21.67,-1.8999999999999986,0.629999999999999
2022-03-25,20.81,-0.860000000000003,-1.8999999999999986
2022-03-28,19.63,-1.1799999999999997,-0.860000000000003
2022-03-29,18.9,-0.7300000000000004,-1.1799999999999997
2022-03-30,19.33,0.4299999999999997,-0.7300000000000004
2022-03-31,20.56,1.2300000000000004,0.4299999999999997
2022-04-01,19.63,-0.9299999999999997,1.2300000000000004
2022-04-04,18.57,-1.0599999999999987,-0.9299999999999997
2022-04-05,21.03,2.460000000000001,-1.0599999999999987
2022-04-06,22.1,1.0700000000000003,2.460000000000001
2022-04-07,21.55,-0.5500000000000007,1.0700000000000003
2022-04-08,21.16,-0.39000000000000057,-0.5500000000000007
2022-04-11,24.37,3.210000000000001,-0.39000000000000057
2022-04-12,24.26,-0.10999999999999943,3.210000000000001
2022-04-13,21.82,-2.4400000000000013,-0.10999999999999943
2022-04-14,22.7,0.879999999999999,-2.4400000000000013
2022-04-18,22.17,-0.5299999999999976,0.879999999999999
2022-04-19,21.37,-0.8000000000000007,-0.5299999999999976
2022-04-20,20.32,-1.0500000000000007,-0.8000000000000007
2022-04-21,22.68,2.3599999999999994,-1.0500000000000007
2022-04-22,28.21,5.530000000000001,2.3599999999999994
2022-04-25,27.02,-1.1900000000000013,5.530000000000001
2022-04-26,33.52,6.5000000000000036,-1.1900000000000013
2022-04-27,31.6,-1.9200000000000017,6.5000000000000036
2022-04-28,29.99,-1.610000000000003,-1.9200000000000017
2022-04-29,33.4,3.41,-1.610000000000003
2022-05-02,32.34,-1.0599999999999952,3.41
2022-05-03,29.25,-3.0900000000000034,-1.0599999999999952
2022-05-04,25.42,-3.8299999999999983,-3.0900000000000034
2022-05-05,31.2,5.779999999999998,-3.8299999999999983
2022-05-06,30.19,-1.009999999999998,5.779999999999998
2022-05-09,34.75,4.559999999999999,-1.009999999999998
2022-05-10,32.99,-1.759999999999998,4.559999999999999
2022-05-11,32.56,-0.4299999999999997,-1.759999999999998
2022-05-12,31.77,-0.7900000000000027,-0.4299999999999997
2022-05-13,28.87,-2.8999999999999986,-0.7900000000000027
2022-05-16,27.47,-1.4000000000000021,-2.8999999999999986
2022-05-17,26.1,-1.3699999999999974,-1.4000000000000021
2022-05-18,30.96,4.859999999999999,-1.3699999999999974
2022-05-19,29.35,-1.6099999999999994,4.859999999999999
2022-05-20,29.43,0.0799999999999983,-1.6099999999999994
2022-05-23,28.48,-0.9499999999999993,0.0799999999999983
2022-05-24,29.45,0.9699999999999989,-0.9499999999999993
2022-05-25,28.37,-1.0799999999999983,0.9699999999999989
2022-05-26,27.5,-0.870000000000001,-1.0799999999999983
2022-05-27,25.72,-1.7800000000000011,-0.870000000000001
2022-05-30,26.54,0.8200000000000003,-1.7800000000000011
2022-05-31,26.19,-0.34999999999999787,0.8200000000000003
2022-06-01,25.69,-0.5,-0.34999999999999787
2022-06-02,24.72,-0.9700000000000024,-0.5
2022-06-03,24.79,0.07000000000000028,-0.9700000000000024
2022-06-06,25.07,0.28000000000000114,0.07000000000000028
2022-06-07,24.02,-1.0500000000000007,0.28000000000000114
2022-06-08,23.96,-0.05999999999999872,-1.0500000000000007
2022-06-09,26.09,2.129999999999999,-0.05999999999999872
2022-06-10,27.75,1.6600000000000001,2.129999999999999
2022-06-13,34.02,6.270000000000003,1.6600000000000001
2022-06-14,32.69,-1.3300000000000054,6.270000000000003
2022-06-15,29.62,-3.0699999999999967,-1.3300000000000054
2022-06-16,32.95,3.330000000000002,-3.0699999999999967
2022-06-17,31.13,-1.8200000000000038,3.330000000000002
2022-06-20,31.03,-0.09999999999999787,-1.8200000000000038
2022-06-21,30.19,-0.8399999999999999,-0.09999999999999787
2022-06-22,28.95,-1.240000000000002,-0.8399999999999999
2022-06-23,29.05,0.10000000000000142,-1.240000000000002
2022-06-24,27.23,-1.8200000000000003,0.10000000000000142
2022-06-27,26.95,-0.28000000000000114,-1.8200000000000003
2022-06-28,28.36,1.4100000000000001,-0.28000000000000114
2022-06-29,28.16,-0.1999999999999993,1.4100000000000001
2022-06-30,28.71,0.5500000000000007,-0.1999999999999993
2022-07-01,26.7,-2.0100000000000016,0.5500000000000007
2022-07-04,27.53,0.8300000000000018,-2.0100000000000016
2022-07-05,27.54,0.00999999999999801,0.8300000000000018
2022-07-06,26.73,-0.8099999999999987,0.00999999999999801
2022-07-07,26.08,-0.6500000000000021,-0.8099999999999987
2022-07-08,24.64,-1.4399999999999977,-0.6500000000000021
2022-07-11,26.17,1.5300000000000011,-1.4399999999999977
2022-07-12,27.29,1.1199999999999974,1.5300000000000011
2022-07-13,26.82,-0.46999999999999886,1.1199999999999974
2022-07-14,26.4,-0.4200000000000017,-0.46999999999999886
2022-07-15,24.23,-2.169999999999998,-0.4200000000000017
2022-07-18,25.3,1.0700000000000003,-2.169999999999998
2022-07-19,24.5,-0.8000000000000007,1.0700000000000003
2022-07-20,23.88,-0.620000000000001,-0.8000000000000007
2022-07-21,23.11,-0.7699999999999996,-0.620000000000001
2022-07-22,23.03,-0.0799999999999983,-0.7699999999999996
2022-07-25,23.36,0.3299999999999983,-0.0799999999999983
2022-07-26,24.69,1.3300000000000018,0.3299999999999983
2022-07-27,23.24,-1.4500000000000028,1.3300000000000018
2022-07-28,22.33,-0.9100000000000001,-1.4500000000000028
2022-07-29,21.33,-1.0,-0.9100000000000001
2022-08-01,22.84,1.5100000000000016,-1.0
2022-08-02,23.93,1.0899999999999999,1.5100000000000016
2022-08-03,21.95,-1.9800000000000004,1.0899999999999999
2022-08-04,21.44,-0.509999999999998,-1.9800000000000004
2022-08-05,21.15,-0.2900000000000027,-0.509999999999998
2022-08-08,21.29,0.14000000000000057,-0.2900000000000027
2022-08-09,21.77,0.4800000000000004,0.14000000000000057
2022-08-10,19.74,-2.030000000000001,0.4800000000000004
2022-08-11,20.2,0.46000000000000085,-2.030000000000001
2022-08-12,19.53,-0.6699999999999982,0.46000000000000085
2022-08-15,19.95,0.41999999999999815,-0.6699999999999982
2022-08-16,19.69,-0.259999999999998,0.41999999999999815
2022-08-17,19.9,0.2099999999999973,-0.259999999999998
2022-08-18,19.56,-0.33999999999999986,0.2099999999999973
2022-08-19,20.6,1.0400000000000027,-0.33999999999999986
2022-08-22,23.8,3.1999999999999993,1.0400000000000027
2022-08-23,24.11,0.3099999999999987,3.1999999999999993
2022-08-24,22.82,-1.2899999999999991,0.3099999999999987
2022-08-25,21.78,-1.0399999999999991,-1.2899999999999991
2022-08-26,25.56,3.7799999999999976,-1.0399999999999991
2022-08-29,26.21,0.6500000000000021,3.7799999999999976
2022-08-30,26.21,0.0,0.6500000000000021
2022-08-31,25.87,-0.33999999999999986,0.0
2022-09-01,25.56,-0.3100000000000023,-0.33999999999999986
2022-09-02,25.47,-0.08999999999999986,-0.3100000000000023
2022-09-05,25.99,0.5199999999999996,-0.08999999999999986
2022-09-06,26.91,0.9200000000000017,0.5199999999999996
2022-09-07,24.64,-2.2699999999999996,0.9200000000000017
2022-09-08,23.61,-1.0300000000000011,-2.2699999999999996
2022-09-09,22.79,-0.8200000000000003,-1.0300000000000011
2022-09-12,23.87,1.0800000000000018,-0.8200000000000003
2022-09-13,27.27,3.3999999999999986,1.0800000000000018
2022-09-14,26.16,-1.1099999999999994,3.3999999999999986
2022-09-15,26.27,0.10999999999999943,-1.1099999999999994
2022-09-16,26.3,0.030000000000001137,0.10999999999999943
2022-09-19,25.76,-0.5399999999999991,0.030000000000001137
2022-09-20,27.16,1.3999999999999986,-0.5399999999999991
2022-09-21,27.99,0.8299999999999983,1.3999999999999986
2022-09-22,27.35,-0.639999999999997,0.8299999999999983
2022-09-23,29.92,2.5700000000000003,-0.639999999999997
2022-09-26,32.26,2.3399999999999963,2.5700000000000003
2022-09-27,32.6,0.3400000000000034,2.3399999999999963
2022-09-28,30.18,-2.4200000000000017,0.3400000000000034
2022-09-29,31.84,1.6600000000000001,-2.4200000000000017
2022-09-30,31.62,-0.21999999999999886,1.6600000000000001
2022-10-03,30.1,-1.5199999999999996,-0.21999999999999886
2022-10-04,29.07,-1.0300000000000011,-1.5199999999999996
2022-10-05,28.55,-0.5199999999999996,-1.0300000000000011
2022-10-06,30.52,1.9699999999999989,-0.5199999999999996
2022-10-07,31.36,0.8399999999999999,1.9699999999999989
2022-10-10,32.45,1.0900000000000034,0.8399999999999999
2022-10-11,33.63,1.1799999999999997,1.0900000000000034
2022-10-12,33.57,-0.060000000000002274,1.1799999999999997
2022-10-13,31.94,-1.629999999999999,-0.060000000000002274
2022-10-14,32.02,0.08000000000000185,-1.629999999999999
2022-10-17,31.37,-0.6500000000000021,0.08000000000000185
2022-10-18,30.5,-0.870000000000001,-0.6500000000000021
2022-10-19,30.76,0.26000000000000156,-0.870000000000001
2022-10-20,29.98,-0.7800000000000011,0.26000000000000156
2022-10-21,29.69,-0.28999999999999915,-0.7800000000000011
2022-10-24,29.85,0.16000000000000014,-0.28999999999999915
2022-10-25,28.46,-1.3900000000000006,0.16000000000000014
2022-10-26,27.28,-1.1799999999999997,-1.3900000000000006
2022-10-27,27.39,0.10999999999999943,-1.1799999999999997
2022-10-28,25.75,-1.6400000000000006,0.10999999999999943
2022-10-31,25.88,0.129999999999999,-1.6400000000000006
2022-11-01,25.81,-0.07000000000000028,0.129999999999999
2022-11-02,25.86,0.05000000000000071,-0.07000000000000028
2022-11-03,25.3,-0.5599999999999987,0.05000000000000071
2022-11-04,24.55,-0.75,-0.5599999999999987
2022-11-07,24.35,-0.1999999999999993,-0.75
2022-11-08,25.54,1.1899999999999977,-0.1999999999999993
2022-11-09,26.09,0.5500000000000007,1.1899999999999977
2022-11-10,23.53,-2.5599999999999987,0.5500000000000007
2022-11-11,22.52,-1.0100000000000016,-2.5599999999999987
2022-11-14,23.73,1.2100000000000009,-1.0100000000000016
2022-11-15,24.54,0.8099999999999987,1.2100000000000009
